#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+6.009999999999972e-09    +0.000000000000000e+00    +5.978257550060162e+05    +0.000000000000000e+00    -6.887287767759746e-02    -9.680343823542045e-02    +9.860804961939575e-02
+6.019999999999972e-09    +0.000000000000000e+00    +5.988204734003691e+05    +0.000000000000000e+00    -6.873143368650439e-02    -9.671109922470136e-02    +9.867041185208295e-02
+6.029999999999972e-09    +0.000000000000000e+00    +5.998151917947216e+05    +0.000000000000000e+00    -6.859012850374337e-02    -9.661889769465803e-02    +9.873257448686870e-02
+6.039999999999972e-09    +0.000000000000000e+00    +6.008099101890745e+05    +0.000000000000000e+00    -6.844895988074062e-02    -9.652682000782431e-02    +9.879453771355688e-02
+6.049999999999971e-09    +0.000000000000000e+00    +6.018046285834273e+05    +0.000000000000000e+00    -6.830792679465195e-02    -9.643489265490125e-02    +9.885630358792130e-02
+6.059999999999971e-09    +0.000000000000000e+00    +6.027993469777799e+05    +0.000000000000000e+00    -6.816702843557712e-02    -9.634310752947729e-02    +9.891787396398105e-02
+6.069999999999971e-09    +0.000000000000000e+00    +6.037940653721327e+05    +0.000000000000000e+00    -6.802626538527254e-02    -9.625145725025111e-02    +9.897924847092419e-02
+6.079999999999971e-09    +0.000000000000000e+00    +6.047887837664855e+05    +0.000000000000000e+00    -6.788563744820122e-02    -9.615994335751538e-02    +9.904043004185718e-02
+6.089999999999970e-09    +0.000000000000000e+00    +6.057835021608381e+05    +0.000000000000000e+00    -6.774514404530335e-02    -9.606856928414029e-02    +9.910141791649210e-02
+6.099999999999970e-09    +0.000000000000000e+00    +6.067782205551912e+05    +0.000000000000000e+00    -6.760478377283843e-02    -9.597733036458933e-02    +9.916221454175782e-02
+6.109999999999970e-09    +0.000000000000000e+00    +6.077729389495437e+05    +0.000000000000000e+00    -6.746455614977384e-02    -9.588623340926897e-02    +9.922281611165087e-02
+6.119999999999970e-09    +0.000000000000000e+00    +6.087676573438963e+05    +0.000000000000000e+00    -6.732446128056822e-02    -9.579526274335656e-02    +9.928323206929664e-02
+6.129999999999970e-09    +0.000000000000000e+00    +6.097623757382494e+05    +0.000000000000000e+00    -6.718449562915516e-02    -9.570442390638687e-02    +9.934345930165195e-02
+6.139999999999969e-09    +0.000000000000000e+00    +6.107570941326020e+05    +0.000000000000000e+00    -6.704466968275245e-02    -9.561372208022698e-02    +9.940349314563908e-02
+6.149999999999969e-09    +0.000000000000000e+00    +6.117518125269546e+05    +0.000000000000000e+00    -6.690496541879180e-02    -9.552315186037127e-02    +9.946334525347307e-02
+6.159999999999969e-09    +0.000000000000000e+00    +6.127465309213076e+05    +0.000000000000000e+00    -6.676539445064544e-02    -9.543271333922124e-02    +9.952301157052476e-02
+6.169999999999969e-09    +0.000000000000000e+00    +6.137412493156603e+05    +0.000000000000000e+00    -6.662595157940286e-02    -9.534240306363322e-02    +9.958249214751480e-02
+6.179999999999968e-09    +0.000000000000000e+00    +6.147359677100128e+05    +0.000000000000000e+00    -6.648664195885345e-02    -9.525222059935265e-02    +9.964178829874500e-02
+6.189999999999968e-09    +0.000000000000000e+00    +6.157306861043659e+05    +0.000000000000000e+00    -6.634745803966999e-02    -9.516217352628739e-02    +9.970090172308939e-02
+6.199999999999968e-09    +0.000000000000000e+00    +6.167254044987186e+05    +0.000000000000000e+00    -6.620840210797226e-02    -9.507225639048071e-02    +9.975983376638345e-02
+6.209999999999968e-09    +0.000000000000000e+00    +6.177201228930710e+05    +0.000000000000000e+00    -6.606947436069124e-02    -9.498246562668140e-02    +9.981858583708476e-02
+6.219999999999967e-09    +0.000000000000000e+00    +6.187148412874241e+05    +0.000000000000000e+00    -6.593067089405595e-02    -9.489280458327361e-02    +9.987715871994590e-02
+6.229999999999967e-09    +0.000000000000000e+00    +6.197095596817768e+05    +0.000000000000000e+00    -6.579199913405009e-02    -9.480326762798093e-02    +9.993555177144731e-02
+6.239999999999967e-09    +0.000000000000000e+00    +6.207042780761296e+05    +0.000000000000000e+00    -6.565345119838883e-02    -9.471385959850746e-02    +9.999376509642594e-02
+6.249999999999967e-09    +0.000000000000000e+00    +6.216989964704823e+05    +0.000000000000000e+00    -6.551502863900513e-02    -9.462457790078334e-02    +1.000518025165229e-01
+6.259999999999966e-09    +0.000000000000000e+00    +6.226937148648350e+05    +0.000000000000000e+00    -6.537672906157452e-02    -9.453542293196361e-02    +1.001096645887289e-01
+6.269999999999966e-09    +0.000000000000000e+00    +6.236884332591878e+05    +0.000000000000000e+00    -6.523855429333129e-02    -9.444639355011912e-02    +1.001673520055264e-01
+6.279999999999966e-09    +0.000000000000000e+00    +6.246831516535406e+05    +0.000000000000000e+00    -6.510050368490142e-02    -9.435748865526823e-02    +1.002248659527912e-01
+6.289999999999966e-09    +0.000000000000000e+00    +6.256778700478934e+05    +0.000000000000000e+00    -6.496257619508392e-02    -9.426870360957348e-02    +1.002822072833267e-01
+6.299999999999965e-09    +0.000000000000000e+00    +6.266725884422461e+05    +0.000000000000000e+00    -6.482477237656796e-02    -9.418004859825921e-02    +1.003393751721280e-01
+6.309999999999965e-09    +0.000000000000000e+00    +6.276673068365988e+05    +0.000000000000000e+00    -6.468709043270054e-02    -9.409151611870736e-02    +1.003963726102283e-01
+6.319999999999965e-09    +0.000000000000000e+00    +6.286620252309516e+05    +0.000000000000000e+00    -6.454953030671849e-02    -9.400310530870234e-02    +1.004531988642756e-01
+6.329999999999965e-09    +0.000000000000000e+00    +6.296567436253043e+05    +0.000000000000000e+00    -6.441208868752205e-02    -9.391481673604077e-02    +1.005098569739751e-01
+6.339999999999964e-09    +0.000000000000000e+00    +6.306514620196571e+05    +0.000000000000000e+00    -6.427476830931778e-02    -9.382665139715871e-02    +1.005663467862080e-01
+6.349999999999964e-09    +0.000000000000000e+00    +6.316461804140098e+05    +0.000000000000000e+00    -6.413756772499837e-02    -9.373860344531180e-02    +1.006226703308851e-01
+6.359999999999964e-09    +0.000000000000000e+00    +6.326408988083627e+05    +0.000000000000000e+00    -6.400048820507087e-02    -9.365067639659493e-02    +1.006788274317828e-01
+6.369999999999964e-09    +0.000000000000000e+00    +6.336356172027154e+05    +0.000000000000000e+00    -6.386352769354377e-02    -9.356287132460803e-02    +1.007348173697789e-01
+6.379999999999963e-09    +0.000000000000000e+00    +6.346303355970681e+05    +0.000000000000000e+00    -6.372668615859674e-02    -9.347518399049137e-02    +1.007906444509012e-01
+6.389999999999963e-09    +0.000000000000000e+00    +6.356250539914209e+05    +0.000000000000000e+00    -6.358995870667093e-02    -9.338761614177264e-02    +1.008463061269698e-01
+6.399999999999963e-09    +0.000000000000000e+00    +6.366197723857736e+05    +0.000000000000000e+00    -6.345334913434263e-02    -9.330016693192623e-02    +1.009018075048284e-01
+6.409999999999963e-09    +0.000000000000000e+00    +6.376144907801264e+05    +0.000000000000000e+00    -6.331685959208472e-02    -9.321283508657111e-02    +1.009571449760619e-01
+6.419999999999963e-09    +0.000000000000000e+00    +6.386092091744791e+05    +0.000000000000000e+00    -6.318048377478794e-02    -9.312561856248681e-02    +1.010123213924313e-01
+6.429999999999962e-09    +0.000000000000000e+00    +6.396039275688318e+05    +0.000000000000000e+00    -6.304422650092510e-02    -9.303852077612425e-02    +1.010673368520857e-01
+6.439999999999962e-09    +0.000000000000000e+00    +6.405986459631847e+05    +0.000000000000000e+00    -6.290807821966996e-02    -9.295153661688234e-02    +1.011221967658426e-01
+6.449999999999962e-09    +0.000000000000000e+00    +6.415933643575374e+05    +0.000000000000000e+00    -6.277204729631629e-02    -9.286466980901087e-02    +1.011768968326618e-01
+6.459999999999962e-09    +0.000000000000000e+00    +6.425880827518904e+05    +0.000000000000000e+00    -6.263612792848183e-02    -9.277791793706777e-02    +1.012314394650763e-01
+6.469999999999961e-09    +0.000000000000000e+00    +6.435828011462429e+05    +0.000000000000000e+00    -6.250032758274397e-02    -9.269128145482135e-02    +1.012858262433652e-01
+6.479999999999961e-09    +0.000000000000000e+00    +6.445775195405956e+05    +0.000000000000000e+00    -6.236463724392647e-02    -9.260475929241382e-02    +1.013400569392357e-01
+6.489999999999961e-09    +0.000000000000000e+00    +6.455722379349486e+05    +0.000000000000000e+00    -6.222905855663924e-02    -9.251835264608536e-02    +1.013941323347079e-01
+6.499999999999961e-09    +0.000000000000000e+00    +6.465669563293011e+05    +0.000000000000000e+00    -6.209359177430982e-02    -9.243205348345714e-02    +1.014480551324604e-01
+6.509999999999960e-09    +0.000000000000000e+00    +6.475616747236538e+05    +0.000000000000000e+00    -6.195823731370731e-02    -9.234587120935243e-02    +1.015018240333335e-01
+6.519999999999960e-09    +0.000000000000000e+00    +6.485563931180069e+05    +0.000000000000000e+00    -6.182299270520564e-02    -9.225979909004803e-02    +1.015554410021152e-01
+6.529999999999960e-09    +0.000000000000000e+00    +6.495511115123595e+05    +0.000000000000000e+00    -6.168785833592973e-02    -9.217383901503837e-02    +1.016089068133411e-01
+6.539999999999960e-09    +0.000000000000000e+00    +6.505458299067121e+05    +0.000000000000000e+00    -6.155283673032159e-02    -9.208799004909710e-02    +1.016622226628644e-01
+6.549999999999959e-09    +0.000000000000000e+00    +6.515405483010651e+05    +0.000000000000000e+00    -6.141791746060793e-02    -9.200225173149580e-02    +1.017153870591960e-01
+6.559999999999959e-09    +0.000000000000000e+00    +6.525352666954177e+05    +0.000000000000000e+00    -6.128310873397314e-02    -9.191662115157394e-02    +1.017684028693094e-01
+6.569999999999959e-09    +0.000000000000000e+00    +6.535299850897703e+05    +0.000000000000000e+00    -6.114840976388512e-02    -9.183109782861390e-02    +1.018212745824177e-01
+6.579999999999959e-09    +0.000000000000000e+00    +6.545247034841233e+05    +0.000000000000000e+00    -6.101381894401305e-02    -9.174569516718967e-02    +1.018739955002224e-01
+6.589999999999958e-09    +0.000000000000000e+00    +6.555194218784759e+05    +0.000000000000000e+00    -6.087933165584687e-02    -9.166040424630349e-02    +1.019265723483178e-01
+6.599999999999958e-09    +0.000000000000000e+00    +6.565141402728285e+05    +0.000000000000000e+00    -6.074495227840101e-02    -9.157522754581313e-02    +1.019790033817803e-01
+6.609999999999958e-09    +0.000000000000000e+00    +6.575088586671816e+05    +0.000000000000000e+00    -6.061067974815528e-02    -9.149015792346063e-02    +1.020312901826073e-01
+6.619999999999958e-09    +0.000000000000000e+00    +6.585035770615342e+05    +0.000000000000000e+00    -6.047651189303673e-02    -9.140519694647001e-02    +1.020834328229361e-01
+6.629999999999957e-09    +0.000000000000000e+00    +6.594982954558872e+05    +0.000000000000000e+00    -6.034244952727633e-02    -9.132034389383854e-02    +1.021354308961238e-01
+6.639999999999957e-09    +0.000000000000000e+00    +6.604930138502398e+05    +0.000000000000000e+00    -6.020848948351278e-02    -9.123559827104535e-02    +1.021872879767864e-01
+6.649999999999957e-09    +0.000000000000000e+00    +6.614877322445924e+05    +0.000000000000000e+00    -6.007463342570409e-02    -9.115095806554459e-02    +1.022390040342002e-01
+6.659999999999957e-09    +0.000000000000000e+00    +6.624824506389454e+05    +0.000000000000000e+00    -5.994088052709560e-02    -9.106642473992077e-02    +1.022905794751853e-01
+6.669999999999956e-09    +0.000000000000000e+00    +6.634771690332980e+05    +0.000000000000000e+00    -5.980722970092176e-02    -9.098199523735513e-02    +1.023420153899896e-01
+6.679999999999956e-09    +0.000000000000000e+00    +6.644718874276506e+05    +0.000000000000000e+00    -5.967368130101005e-02    -9.089766704117141e-02    +1.023933125017878e-01
+6.689999999999956e-09    +0.000000000000000e+00    +6.654666058220037e+05    +0.000000000000000e+00    -5.954023388222498e-02    -9.081344963047791e-02    +1.024444707810140e-01
+6.699999999999956e-09    +0.000000000000000e+00    +6.664613242163563e+05    +0.000000000000000e+00    -5.940688735785637e-02    -9.072932989012315e-02    +1.024954921925144e-01
+6.709999999999956e-09    +0.000000000000000e+00    +6.674560426107089e+05    +0.000000000000000e+00    -5.927364044752838e-02    -9.064531174946772e-02    +1.025463772552734e-01
+6.719999999999955e-09    +0.000000000000000e+00    +6.684507610050619e+05    +0.000000000000000e+00    -5.914049320402637e-02    -9.056139371700259e-02    +1.025971266927141e-01
+6.729999999999955e-09    +0.000000000000000e+00    +6.694454793994145e+05    +0.000000000000000e+00    -5.900744505130304e-02    -9.047757732783654e-02    +1.026477413467657e-01
+6.739999999999955e-09    +0.000000000000000e+00    +6.704401977937671e+05    +0.000000000000000e+00    -5.887449541011943e-02    -9.039386108841681e-02    +1.026982218106400e-01
+6.749999999999955e-09    +0.000000000000000e+00    +6.714349161881201e+05    +0.000000000000000e+00    -5.874164366382678e-02    -9.031024631734899e-02    +1.027485688190552e-01
+6.759999999999954e-09    +0.000000000000000e+00    +6.724296345824727e+05    +0.000000000000000e+00    -5.860888935002288e-02    -9.022673183651549e-02    +1.027987832942478e-01
+6.769999999999954e-09    +0.000000000000000e+00    +6.734243529768253e+05    +0.000000000000000e+00    -5.847623157232371e-02    -9.014331574385751e-02    +1.028488659231425e-01
+6.779999999999954e-09    +0.000000000000000e+00    +6.744190713711784e+05    +0.000000000000000e+00    -5.834367012402815e-02    -9.006000063003121e-02    +1.028988174929175e-01
+6.789999999999954e-09    +0.000000000000000e+00    +6.754137897655310e+05    +0.000000000000000e+00    -5.821120430008414e-02    -8.997678010323032e-02    +1.029486388025318e-01
+6.799999999999953e-09    +0.000000000000000e+00    +6.764085081598836e+05    +0.000000000000000e+00    -5.807883368166358e-02    -8.989366152797436e-02    +1.029983307573648e-01
+6.809999999999953e-09    +0.000000000000000e+00    +6.774032265542366e+05    +0.000000000000000e+00    -5.794655771748343e-02    -8.981063634163591e-02    +1.030478939076540e-01
+6.819999999999953e-09    +0.000000000000000e+00    +6.783979449485893e+05    +0.000000000000000e+00    -5.781437569096706e-02    -8.972771043067759e-02    +1.030973288834224e-01
+6.829999999999953e-09    +0.000000000000000e+00    +6.793926633429418e+05    +0.000000000000000e+00    -5.768228717143047e-02    -8.964488179740410e-02    +1.031466366573315e-01
+6.839999999999952e-09    +0.000000000000000e+00    +6.803873817372948e+05    +0.000000000000000e+00    -5.755029141535480e-02    -8.956214932821116e-02    +1.031958178637849e-01
+6.849999999999952e-09    +0.000000000000000e+00    +6.813821001316474e+05    +0.000000000000000e+00    -5.741838794627124e-02    -8.947950867964057e-02    +1.032448733775832e-01
+6.859999999999952e-09    +0.000000000000000e+00    +6.823768185260000e+05    +0.000000000000000e+00    -5.728657612961334e-02    -8.939696340671537e-02    +1.032938039003656e-01
